"","I_D","FLAG_TSUNAMI","YEAR","MONTH","DAY","HOUR","MINUTE","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LATITUDE","LONGITUDE","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION","CONTINENT","LOCATION"
"82",1238,"",1727,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEXICO","",19.2,-99.1,150,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","MEXICO:  MEXICO CITY,OAXACA"
"83",1239,"",1727,6,20,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,5.7,7,"NORTH KOREA","",39.5,127.3,30,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","NORTH KOREA:  HAMHUNG"
"84",10004,"Tsu",1727,7,4,NA,NA,NA,NA,5.2,NA,5.2,NA,NA,NA,NA,5,"ITALY","",37.5,13,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  SCIACCA"
"85",1241,"",1727,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARTINIQUE","",14.4,-61,90,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","MARTINIQUE"
"86",1242,"",1727,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"IRAN","",38,46.3,140,77000,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,77000,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Asia","IRAN:  TABRIZ"
"87",1243,"",1728,11,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"PHILIPPINES","",14.4,121,170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","PHILIPPINES:  S LUZON:  MANILA"
"88",1244,"",1729,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JAPAN","",37.5,137,30,5,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","JAPAN:  NOTO"
"89",1247,"",1730,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"ITALY","",44,10.1,130,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  MASSA,CARRARA"
"90",1248,"",1730,5,12,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"ITALY","",42.8,13,130,200,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  NORCIA"
"91",1246,"Tsu",1730,7,8,8,45,NA,NA,8.7,NA,8.7,NA,NA,NA,NA,11,"CHILE","",-32.5,-71.5,160,2,1,NA,NA,NA,NA,NA,3,NA,3,NA,NA,5,1,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Americas","CHILE:  VALPARAISO"
"92",1253,"",1730,9,30,NA,NA,NA,NA,6.5,NA,6.5,NA,NA,NA,NA,8,"CHINA","",40,116.2,30,658,3,NA,NA,NA,NA,NA,4,26000,4,NA,NA,658,3,NA,NA,NA,NA,NA,4,26000,4,NA,NA,"Asia","CHINA:  BEIJING"
"93",9815,"Tsu",1730,11,10,NA,NA,NA,NA,7.6,NA,7.6,NA,NA,NA,NA,NA,"JAPAN","",36.2,142.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","JAPAN:  KASHIMA"
"94",1245,"",1730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"PHILIPPINES","",14.1,121.4,170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","PHILIPPINES:  TAYABAS,LAGUNA"
"95",1256,"",1731,3,20,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"ITALY","",41.5,15.5,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  FOGGIA"
"96",10028,"Tsu",1731,10,7,NA,NA,NA,NA,6.6,NA,6.6,NA,NA,NA,NA,NA,"JAPAN","",37.9,140.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","KOORI"
"97",1257,"",1731,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEXICO","",23,-102,150,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","MEXICO"
"98",1255,"",1731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOROCCO","",30.3,-9.4,15,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Africa","MOROCCO:  SANTA CRUZ (AGADIR)"
"99",5999,"Tsu",1732,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEXICO","",16.8,-99.9,150,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Americas","S. MEXICO"
"100",1259,"",1732,11,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"ITALY","",41.08,15.15,130,1940,4,NA,NA,NA,NA,NA,3,NA,3,NA,NA,1940,4,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Europe","ITALY:  ARIANO, LUCANIE, AVELLINO"
"101",6000,"Tsu",1732,12,4,NA,NA,NA,NA,6.5,NA,6.5,NA,NA,NA,NA,NA,"JAPAN","",35.2,140.8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","JAPAN:  KUJUKURI BEACH"
"102",7264,"",1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICELAND","",NA,NA,120,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Europe","ICELAND:  SOUTHERN LOWLAND"
"103",1261,"",1733,8,2,NA,NA,NA,NA,7.5,NA,7.5,NA,NA,NA,NA,10,"CHINA","",26.2,103.1,30,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,"Asia","CHINA:  YUNNAN PROVINCE:  DONGCHUAN"
"104",1262,"",1733,11,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ETHIOPIA","",15.7,39,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Africa","ETHIOPIA:  ERITREA"
"105",7263,"",1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ICELAND","",NA,NA,120,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Europe","ICELAND:  SOUTHERN LOWLAND"
"106",7262,"",1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK","",NA,NA,120,NA,NA,NA,NA,NA,NA,NA,3,105,3,105,3,NA,NA,NA,NA,NA,NA,NA,3,105,3,NA,NA,"Europe","UNITED KINGDOM:  IRELAND"
"107",1263,"",1735,2,2,18,NA,NA,20,4.5,NA,4.5,NA,NA,NA,NA,NA,"COLOMBIA","",2.6,-76.5,160,NA,1,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Americas","COLOMBIA:  POPAYAN"
"108",6014,"Tsu",1735,12,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHILIPPINES","",15.8,121.7,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,3,NA,NA,"Asia","E. LUZON ISLAND, PHILIPPINES"
"109",1265,"",1736,1,30,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,8,"TAIWAN","",23.1,120.3,30,260,3,NA,NA,100,2,NA,2,500,3,NA,NA,260,3,NA,NA,100,2,NA,2,500,3,NA,NA,"Asia","TAIWAN:  TAINAN"
"110",1267,"",1736,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ECUADOR","",-0.9,-78.6,160,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","ECUADOR"
"111",1268,"Tsu",1737,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INDIA","",NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","INDIA:  CALCUTTA"
"112",6001,"Tsu",1737,10,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUSSIA","",51.1,158,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  KAMCHATKA"
"113",1270,"",1737,11,4,8,NA,NA,20,7.8,NA,NA,NA,NA,NA,7.8,10,"RUSSIA","",55.5,163,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  OFF KAMCHATKA"
"114",1271,"Tsu",1737,12,17,NA,NA,NA,50,7.5,NA,NA,NA,NA,NA,7.5,9,"RUSSIA","",50,157,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  KURIL ISLANDS"
"115",1272,"Tsu",1737,12,24,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA,11,"CHILE","",-43,-74,160,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,"Americas","CHILE: VALDIVIA, CHILOE"
"116",7963,"",1738,5,19,NA,NA,NA,NA,5.5,NA,5.5,NA,NA,NA,NA,7,"CHINA","",33.2,104.2,30,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,"Asia","CHINA:  SICHUAN PROVINCE"
"117",6002,"Tsu",1738,7,19,NA,NA,NA,NA,6.5,NA,6.5,NA,NA,NA,NA,NA,"GREECE","",36.8,24.4,130,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,"Europe","GREECE:  MILOS ISLAND:  ZEFIRIA"
"118",7964,"",1738,NA,NA,NA,NA,NA,NA,6.5,NA,6.5,NA,NA,NA,NA,8,"CHINA","",33.3,96.6,30,336,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","CHINA:  QINGHAI PROVINCE"
"119",1274,"",1739,1,3,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA,10,"CHINA","",38.9,106.5,30,50000,4,NA,NA,NA,NA,NA,4,NA,4,NA,NA,50000,4,NA,NA,NA,NA,NA,4,NA,4,NA,NA,"Asia","CHINA:  NINGXIA"
"120",1273,"",1739,3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"PERU","",-14.1,-73.2,160,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","PERU:  SANTA CATALINA"
"121",1277,"",1739,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEXICO","",19.2,-104,150,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","MEXICO:  COLIMA"
"122",1278,"",1739,8,16,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,7.1,NA,"JAPAN","",40.7,142.3,30,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","JAPAN:  N SANRIKU,MUTSU"
"123",1279,"",1740,8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEXICO","",17,-96.3,150,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","MEXICO:  OAXACA,MEXICO CITY"
"124",1281,"",1741,4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"ITALY","",43.2,12.6,130,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  FABRIANO"
"125",1282,"",1741,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"GREECE","",38.5,20.5,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","GREECE"
"126",1283,"",1742,2,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"GREECE","",37.8,21,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","GREECE:  S"
"127",9783,"Tsu",1742,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHILE","",-36.8,-73,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","CHILE:  CONCEPCION"
"128",1284,"",1742,6,27,5,30,NA,40,7.7,NA,NA,NA,NA,NA,7.7,10,"RUSSIA","",53.3,104,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  LAKE BAYKAL"
"129",1285,"",1742,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"GREECE","",37.8,21,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","GREECE:  S"
"130",1286,"Tsu",1742,11,18,NA,NA,NA,40,7.5,NA,NA,NA,NA,NA,7.5,NA,"RUSSIA","",50.5,157,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","RUSSIA:  KURIL ISLANDS"
"131",1288,"",1743,1,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"PHILIPPINES","",14,121.6,170,5,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","PHILIPPINES:  LUZON:  TAYABAS,LAGUNA"
"132",7777,"Tsu",1743,2,20,23,30,NA,NA,6.9,NA,6.9,NA,NA,NA,NA,NA,"GREECE","",39,20.3,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","GREECE:  IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI"
"133",1290,"",1743,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHILIPPINES","",11.2,124.3,170,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","PHILIPPINES:  LEYTE"
"134",1291,"",1743,10,18,15,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLOMBIA","",4.5,-73.8,160,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","COLOMBIA:  BOGOTA"
"135",6023,"Tsu",1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHILIPPINES","",17,121,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","W. LUZON ISLAND, PHILIPPINES"
"136",1295,"Tsu",1746,10,29,3,30,NA,30,8,NA,8,NA,NA,NA,NA,11,"PERU","",-11.996,-77.198,160,1141,4,NA,NA,NA,NA,NA,4,2975,4,NA,NA,5941,4,NA,NA,NA,NA,NA,4,NA,3,NA,NA,"Americas","PERU:  LIMA, CALLAO"
"137",9910,"Tsu",1747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"PHILIPPINES","",13.6,123.2,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","PHILIPPINES: SE LUZON IS: NAGA"
"138",1298,"",1747,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,9,"PERU","",-13.9,-70.35,160,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Americas","PERU:  CARABAYA PROVINCE:  AYAPATA"
"139",8095,"",1748,3,6,NA,NA,NA,NA,5.5,NA,5.5,NA,NA,NA,NA,7,"CHINA","",30.1,101.9,30,15,1,NA,NA,NA,NA,NA,1,14,1,NA,NA,15,1,NA,NA,34,1,NA,1,14,NA,NA,NA,"Asia","CHINA:  SICHUAN PROVINCE"
"140",1299,"",1748,3,23,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"SPAIN","",39,-0.65,130,NA,3,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,3,NA,NA,"Europe","SPAIN:  VALENCE"
"141",8096,"",1748,5,2,NA,NA,NA,NA,5.5,NA,5.5,NA,NA,NA,NA,7,"CHINA","",32.9,103.6,30,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Asia","CHINA:  SICHUAN PROVINCE"
"142",1300,"Tsu",1748,5,14,NA,NA,NA,NA,6.8,NA,6.8,NA,NA,NA,NA,9,"GREECE","",38.3,22.1,130,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Europe","GREECE:  VOSTIZA (EGIO, AIGIO, AEGHION)"
"143",7965,"",1748,8,30,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,7,"CHINA","",30.4,101.6,30,5,1,NA,NA,NA,NA,NA,1,72,2,NA,NA,5,1,NA,NA,NA,NA,NA,1,72,2,NA,NA,"Asia","CHINA:  SICHUAN PROVINCE"
"144",1301,"",1748,11,21,NA,NA,NA,NA,5.5,NA,5.5,NA,NA,NA,NA,7,"CHINA","",36.4,106.1,30,40,1,NA,NA,NA,NA,NA,2,130,3,NA,NA,40,1,NA,NA,NA,NA,NA,2,130,3,NA,NA,"Asia","CHINA:  NINGXIA"
"145",1304,"Tsu",1749,8,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"PHILIPPINES","",14.002,120.993,170,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Asia","PHILIPPINES:  TAAL VOLCANO"
"146",1302,"",1749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEXICO","",20.7,-103.3,150,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Americas","MEXICO:  COLIMA, GUADALAJARA, MEXICO CITY"
"147",1306,"",1750,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"FRANCE","",43.2,0.8,120,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,"Europe","FRANCE:  TARBES, LOURDES"
"148",1307,"",1750,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"GREECE","",36.2,23,130,2000,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","GREECE:  MOREA,CERIGO"
"149",1308,"",1750,9,15,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,8,"CHINA","",24.7,102.9,30,37,1,NA,NA,NA,NA,NA,2,NA,2,NA,NA,37,1,NA,NA,NA,NA,NA,2,NA,2,NA,NA,"Asia","CHINA:  YUNNAN PROVINCE"
"150",1309,"Tsu",1750,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"BULGARIA","",42.1,24.8,110,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Europe","BULGARIA:  PLOVDIV"
"151",1310,"",1750,12,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"CROATIA","",46,12.25,130,NA,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Europe","BALKANS NW:  CROATIA:  RIJEKA (FIUME)"
"152",6837,"Tsu",1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VENEZUELA","",10.5,-64.2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","VENEZUELA:  CUMANA"
"153",5906,"Tsu",1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MYANMAR (BURMA)","",18.5,93.4,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asia","MYANMAR (BURMA) COAST"
"154",1305,"",1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEXICO","",20.7,-103.3,150,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Americas","MEXICO:  COLIMA, GUADALAJARA, MEXICO CITY"
"155",1314,"",1751,4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLOMBIA","",2.5,-76.5,160,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","COLOMBIA:  POPAYAN"
"156",1315,"Tsu",1751,5,20,NA,NA,NA,NA,6.6,NA,6.6,NA,NA,NA,NA,NA,"JAPAN","",37.2,138.1,30,2100,4,NA,NA,NA,NA,NA,4,9100,4,NA,NA,2100,4,NA,NA,NA,NA,NA,4,9100,4,NA,NA,"Asia","JAPAN:  HONSHU:  NW"
"157",1319,"Tsu",1751,5,25,5,30,NA,NA,8.5,NA,8.5,NA,NA,NA,NA,11,"CHILE","",-36.83,-71.63,160,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,65,2,NA,NA,NA,NA,NA,3,NA,3,NA,NA,"Americas","CHILE:  CONCEPCION, CHILLAN, TALCA, TUTUBEN, CURICO"
"158",1317,"",1751,5,25,NA,NA,NA,NA,6.8,NA,6.8,NA,NA,NA,NA,9,"CHINA","",26.5,99.9,30,900,3,NA,NA,NA,NA,NA,4,15712,4,NA,NA,900,3,NA,NA,NA,NA,NA,4,15712,4,NA,NA,"Asia","CHINA:  YUNNAN PROVINCE"
"159",1320,"",1751,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"TURKEY","",37.8,27,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","TURKEY"
"160",1321,"",1751,7,26,19,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"ITALY","",43.2,12.8,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Europe","ITALY:  GUALDO,NOCERA"
"161",1322,"",1751,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOMINICAN REPUBLIC","",19,-70,90,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","DOMINICAN REPUBLIC"
"162",6010,"Tsu",1751,9,15,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"HAITI","",18.5,-72.3,90,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","HAITI: PORT-AU-PRINCE"
"163",1323,"Tsu",1751,10,18,19,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,"DOMINICAN REPUBLIC","",18.5,-70.7,90,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Americas","DOMINICAN REPUBLIC:  AZUA DE COMPOSTELA"
